,country_name,location_name,category_name,recruit_post_name,responsibility,last_update_time
18,中国,广州,技术,WXG01-微信视频号数据科学家（广州）,负责微信视频号业务的数据相关工作；带领团队科学分析产品、运营、推荐等核心策略，指导业务科学决策；科学制定业务的指标评估体系，并建立核心指标的预测模型；基于业务洞察，科学地进行A/B Testing，并根据实验结果提出优化的业务策略；负责专题数据建模，通过数据驱动产品体验优化；科学探索用户生命周期、用户增长机会等，并协助搭建用户画像体系。,2021年01月21日
19,中国,深圳,技术,TEG04-TAPD企业级平台专家架构师（深圳）,负责腾讯TAPD敏捷研发平台架构优化，提升稳定性、安全性、扩展性；推动TAPD平台架构升级及技术栈转型；,2021年01月21日
20,中国,深圳,技术,TEG04-TAPD研发数据挖掘专家（深圳）,负责腾讯TAPD敏捷研发数据挖掘平台建设、运维工作；负责腾讯海量研发数据挖掘，完成研发模型建模及数据分析，促进腾讯研发效率改进；,2021年01月21日
21,中国,深圳,技术,TEG04-腾讯工蜂解决方案专家（深圳）,负责腾讯工蜂在游戏工业等领域的解决方案整理和输出负责产品针对业务的推广与宣讲，传递行业理解、产品方案和典型案例，推动业务落地；拓展渠道体系，与公司内外部各渠道沟通行业拓展方案，主动赋能，推动营销和推广方案落地与执行；充分进行用户调研，梳理典型客户成功案例，形成行业通用的解决方案；,2021年01月21日
22,中国,杭州,技术,25928-游戏引擎管线工具(pipeline)高级工程师,建立和改进旨在高质量和快速迭代的引擎内内容(Asset)制作管线；开发有效、简单且健壮的引擎内外实现，部署管线相关的工具和流程；有产品意识，与团队合作开发可维护和可交付的代码；确保团队精通使用新功能，并确保这些功能在整个代码库中都能正常工作；知识面广，有丰富的知识面和跨学科知识来处理流程管线中的各项问题；与他人合作以分享技术、想法并为高效率的管线流程优化提供贡献。,2021年01月21日
23,中国,深圳,产品,37089-二次元游戏内容营销,根据项目目标，分析目标用户对内容需求，根据产品定位、市场策略，制定内容运营整体策略、方案；负责搭建优质内容的产出能力，与内容CP、玩家、内容作者对接，建立项目内容的生产、筛选、分发机制；对内容的产出与分发效果、社区平台数据进行良好的把控与分析，给出改进策略，提升运营效率。结合游戏类型和用户定位，建立和完善社区阵地，提升用户社区粘性，完成社区内部内容发酵与传播目标，并积极开拓新的社区运营领域； 与合作团队、渠道伙伴、市场团队进行高效顺畅的合作沟通，拓展内容分发渠道；,2021年01月21日
24,中国,深圳,产品,37089-二次元游戏市场运营,能够有效分析产品IP内核与玩法内核，筛选并明确目标用户、分析用户诉求、提炼核心卖点，并结合市场环境、产品阶段输出市场打法计划；通过视频、平面、网站、文案、运营活动等内容方式表达IP魅力，输出内容方案、需求，并跟进落地，保证质量；能够根据用户话题偏好，设计自传播方案，并推进游戏内埋梗、游戏外资源整合，落地执行；与市场、平台部门协作，根据游戏的测试期-上线-运营期节点，针对游戏卖点或阶段性主题进行营销事件的打造和落地；统筹社区及内容运营、KOL引入、关系维护和原生KOL培养等工作；定期对营销事件进行阶段性的数据总结和反馈，提炼方法论以适应多项目诉求。,2021年01月21日
25,中国,西安,技术,19332-Saas产品Andriod开发工程师(CSIG全资子公司),1、负责腾讯企点产品的 iOS 端研发2、和产品经理协作，根据产品需求进行 iOS 产品的开发，高质量实现业务逻辑；3、参与应用架构设计、开发、性能优化等工作；4、持续不断的改进用户体验，负责相关新技术新架构的实现。,2021年01月21日
26,中国,深圳,技术,41315-后台开发工程师,负责游戏运营平台系统的后台架构设计、开发工作；负责游戏运营平台系统的工具链设计与开发工作。,2021年01月21日
27,中国,深圳,技术,41072-视频云后台开发工程师（深圳/上海/北京）,1、负责视频云直播后台系统的设计和开发； 2、负责优化、改进音视频直播后台，提高直播质量； 3、通过技术手段控制和优化成本，提升资源使用率。4、传输协议栈的优化，及流媒体技术的研究和质量优化,2021年01月21日
28,中国,深圳,产品,41343-海外IT系统项目经理,1、负责腾讯海外游戏公司所涉及到的IT服务系统的规划和项目实施2、负责具体IT服务实施过程中具体的需求确认、可行性研究和立项工作3、负责IT系统的整体设计、产品沟通、方案选型4、负责IT系统实施过程中，和服务采购、人力资源、财务部门等职能沟通，和外部第三方IT服务或应用供应商沟通，实现整体IT系统的搭建或整合工作5、负责IT系统完成后的系统验收和问题解决工作,2021年01月21日
29,中国,成都,产品,31504-区域泛政府项目管理经理（成都）,全日制统招本科及以上学历，5年以上相关工作经验，3年以上大型客户项目实施经验；熟悉政务客户招投标流程，项目执行过程，验收流程和标准等，熟悉政府客户业务系统和业务逻辑；有技术或研发背景，熟悉主流开发语言，有应用研发过程管理经验优先；具备优秀的沟通能力与项目管理能力，能充分理解客户需求并可对交付成果的质量负责；精通项目交付流程，具有信息系统项目管理师、ITIL、PMP等专业资格认证者优先；优秀的文档撰写能力，工作细致，负责，具有大局观，能承担短期项目压力，可接受出差。具备数字政府、智慧城市项目经验优先。,2021年01月21日
30,中国,成都,产品,31504-区域泛企业金融交付项目经理（成都）,负责项目的交付项目管理，合理规划，并制定项目计划，负责项目实施执行全过程，对项目范围、进度、成本、交付质量、项目经营结果负责负责相关项目进度管理和资源协调，确保项目团队各干系人协同工作，达到项目目标，负责整理反馈交付和客户沟通过程中的需求，对行业客户的交付和服务流程进行持续优化，并编写项目所涉及阶段报告及项目验收报告等文档；负责识别交付风险，有效协同解决方案、产品和技术团队，不断优化交付流程、完善问题处理机制，持续降低大数据产品交付风险和成本持续积累和提升交付能力，包含网络架构、建设流程、云管理系统能力、客户服务能力等。,2021年01月21日
31,中国,北京,销售、服务与支持,30626-腾讯广告后链路运营专家,-基于行业和市场需求，制定广告后链路线索运营策略，对执行结果负责；-搭建行业后链路运营指标和增长体系，负责运营流程和方法建设； -数据驱动，统筹协调公司内外资源，负责与客户、行业、产品、服务商达成高效合作模式；,2021年01月21日
32,中国,北京,销售、服务与支持,30626-腾讯广告招商运营专家-渠道/服务商赋能方向,-深度理解市场和业务需求，不断优化腾讯招商广告运营模式；-采集和分析竞对、市场、行业等多维度数据，输出运营策略；-负责行业/服务商合作体系搭建，对增长策略及执行结果负责；-协调整合公司内外资源，负责与行业、产品、服务商探索、达成高效合作模式；,2021年01月21日
33,中国,深圳,设计,CS-交互设计师（基金会编制）,负责设计用户行为及产品的信息构架，保证产品的可用性；负责互联网产品的规划构思，归纳用户目标和用户任务；参与用户研究，根据用户研究的结果对设计方案进行优化；负责对现有产品的可用性测试和评估提出改进方案，持续优化产品的用户体验；参与团队专业建设，把控团队最终输出质量。,2021年01月21日
34,中国,深圳,设计,CS-视觉设计师（基金会编制）,主要服务腾讯公益的视觉设计工作，包含但不限于产品设计，运营活动设计，品牌设计；参与设计体验、流程的制定和规范；参与整个设计过程中的评审，负责视觉还原走查，监督产品视觉的实现质量；关注用户反馈与沟通，通过分析结果持续优化设计；参与分享设计经验，提高团队的设计能力。,2021年01月21日
35,中国,深圳,产品,35236-理财合作项目经理,搭建、管理投研团队， 包括宏观策略与资产配置组和基金研究组，负责代销基金和投顾业 务组合投资策略的评估、引入和管理等。基于平台客户需求研发腾安自有投顾组合策略， 对于单一基金和组合投资策略等产品的投资业绩负责。 资产配置研究:搭建符合公司风格的买方资产配置研究框架和模型，为基金推荐与组合投 资管理提供资产配置方案。投研的科技建设: 负责宏观、 资产配置、 组合策略和基金研究的模型化建设， 形成专 家+模型的业务模式。,2021年01月21日
36,中国,广州,产品,WXG03-微信小程序医疗行业经理,负责微信小程序在医疗行业进展；梳理医疗相关需求，研究解决方案，以及推进小程序行业侧的产品能力；对接行业内合作伙伴，服务商等角色推动小程序进展。,2021年01月21日
37,中国,广州,产品,WXG03-微信小程序教育行业经理,负责微信小程序在教育行业进展；梳理教育相关需求，研究解决方案，以及推进小程序行业侧的产品能力；对接行业内合作伙伴，服务商等角色推动小程序进展。,2021年01月21日
38,中国,深圳,销售、服务与支持,28481-商务拓展经理-肿瘤产品,1）负责腾讯健康肿瘤相关项目的对接、跟进及拓展工作，包含公立医院、药企、保险等医疗相关组织、合作伙伴的的对接、洽谈及合作推进。2）负责肿瘤行业前沿领域信息收集及分析，挖掘市场潜在需求、保持对合作伙伴相关领域的敏感和追踪，及时反馈并建议，为产品决策提供辅助参考。3）负责专病领域行业前沿领域信息收集及分析，为项目决策提供辅助参考； 4）协助建立肿瘤领域生态合作体系，为腾讯健康提供资源储备。,2021年01月21日
39,中国,深圳,产品,38279-新城建资深架构师(深圳),1.负责协助商务拓展智慧建筑/智慧城市相关项目，如CIM平台、智能建造、智慧工地、公租房、数字孪生城市等；2.负责对接客户需求，分析需求并输出整体技术方案；3.负责推进住建相关解决方案标准化，并推广复制；4.负责协助搭建相关生态合作体系。,2021年01月21日
40,中国,北京,产品,CSIG02-腾讯智慧教育大数据产品经理（北京/深圳）,1、负责腾讯云智慧教育大数据中心产品功能策划； 2、负责项目调研、需求分析、数据分析等工作； 3、负责开发、测试对接，版本控制等工作。,2021年01月21日
41,中国,深圳,产品,38279-城市规划资深架构师（深圳）,1.负责配合销售拓展城市规划相关项目（如时空云、规划一张图、多规合一等），作为售前架构师分析客户需求，输出整体技术方案；2.负责推进城市规划相关解决方案标准化，并推广复制；3.负责协助搭建相关生态合作体系，招募合作伙伴协同发展；4.负责挖掘地理信息相关行业动态，输出行业分析报告。,2021年01月21日
42,中国,深圳,技术,16088-信息流内容理解总监,负责信息流内容理解算法及算法工程团队的管理工作，带领团队通过设计合适的计算模型，对海量的内容进行质量分析，内容理解，效能优化，为运营及推荐提供助力,2021年01月21日
43,中国,深圳,产品,29912-电商品类（高级）运营专家 ,1 模式规划：基于微视特性及腾讯资源，结合行业趋势与竞品策略，持续思考、创新微视的差异化电商模式，对微视电商的商品池建设与GMV负责；2 招商与商品管理：规划微视电商业务的行业/商品结构，建立BD与销售管理体系，维护核心渠道与KA品牌关系，对符合微视电商特性的商品池规模与爆款商品规模负责；3 交易生态建设：联动兄弟团队推动流量、选品、促销工具等交易相关策略、产品的规划与建设，生态化确保销售结果；,2021年01月21日
44,中国,上海,设计,15573-3A开放世界手游3D场景LA美术设计师（上海）,负责游戏场景关卡美术效果的制作；开放世界地图制作流程的制定；制作大规格多地貌地图地形；后期地图美术效果迭代和光照维护；有独立思考和多人跨组沟通能力，配合各组结合玩法完成地图效果制作和维护。,2021年01月21日
45,中国,上海,设计,15573-MMORPG UE4手游资深美术3D设计（上海）,负责游戏中的人物及其他生物（高低模）的模型和材质的制作以及灯光渲染；负责制作场景（高低模）模型、贴图、灯光渲染；负责地图的拆分整合以及光照氛围的制作。,2021年01月21日
46,中国,北京,技术,36812-算法工程师-NLP算法工程师(腾讯新闻),负责腾讯新闻的NLP算法研究和应用，建设通用学习框架，实现更加智能的端到端算法优化流程，支持推荐中台、内容运营中台等NLP通用基础技术的沉淀和优化，包括内容理解、质量分析、主动学习、数据增强、AutoML等算法优化，具体如下：（1）图文/视频/生产者/消费者/搜索query等各种内容的理解：基础语义特征，标签提取与分类，事件提取，知识点提取，兴趣点提取，query改写，query意图分析等；（2）图文和视频质量分析及优化：识别各种低质和优质图文或短视频，自动纠正或生成更高质量的文章或视频；（3）通用机器学习算法框架：优化通用基础算法模型，提升各类NLP算法效率，包括大规模预训练学习、主动学习、AutoML、弱监督学习、小样本学习等。（4）与推荐系统、AB平台打通融合，构建通用敏捷的算法上线和验证系统，深入优化各类算法和特征，与工程同学配合提升业务效果。,2021年01月21日
47,中国,北京,销售、服务与支持,34456-腾讯体育高级商务拓展经理,负责体育赛事及各类相关版权的引入谈判；负责国际国内体育类名人、机构的拓展与合作探索；负责跟踪并分析泛体育内容产业的新模式信息，发现变化趋势，并储备信息材料，输出专项性报告；负责内部核心项目的运营情况跟进和总结反馈，能输出中英文汇报及策略性材料。,2021年01月21日
48,中国,深圳,技术,34471-电商智能系统后台开发工程师,1. 负责小鹅拼拼业务技术架构设计，提供基于性能、稳定、扩展、安全等方面规划技术架构，并驱动落地；2. 负责攻克高并发、高稳定性，业务模型复杂等带来的各种挑战及技术难关；3. 为团队引入创新的技术、创新的解决方案；,2021年01月21日
49,中国,深圳,产品,22989-腾讯云计算产品服务器硬件资深专家,1、深入了解云计算大客户业务特点和需求，结合对服务器硬件产品的性能、供应、成本等深刻理解，规划有竞争力的服务器硬件方案及产品，对前端及客户作合理需求和方案引导。2、负责计算、存储等云产品服务器硬件需求分析和管理，对接服务器研发、运营等团队，对服务器硬件设计、规划及生命周期管理提出合理需求和建议。3、根据半导体行业发展趋势，针对云产品进行服务器硬件和产品的中长期演进规划。,2021年01月21日
50,中国,北京,技术,36811-腾讯新闻高级后台开发工程师, 参与腾讯新闻客户端后台业务系统设计、开发与实现； 结合需求设计实现安全、稳定、高伸缩性、高性能、易维护、易用性好的业务系统； 根据系统发展，对技术架构不断调整，持续优化。,2021年01月21日
51,新加坡,新加坡,财务,S2-Internal Control manager（新加坡）,"To be responsible for IT risk management and internal control of online games in Singapore, including maintaining the risk matrix and establishing the internal control procedures.  Assess the risk in the specific field, draft risk control measures, and drive the implementation of process and control design enhancements to standardize processes and controls to improve the operational effectiveness.Promote the risk management tools from the headquarter to the local firm. Strengthen the risk awareness training to each staff in the local firm.Daily provide business units with advisory service about risk management and recommend root cause remediation in pursuit of high-quality risk and control execution.Communicate regularly with the local management teams on risk management issues.",2021年01月21日
52,中国,武汉,产品,41071-腾讯会议项目经理（武汉）（CSIG全资子公司）,1、负责研发项目及研发效能的计划制定、进度驱动和跟踪、风险识别以及应对，确保项目按计划完成；2、负责组织项目各项评审会议及项目例会，制定并推广项目流程规范，确保项目有序进行；3、负责与项目外部合作伙伴进行沟通，制定流程规范双方合作，并推动合作事宜；4、及时发现并跟踪解决项目问题，有效管理项目风险。,2021年01月21日
53,中国,深圳,财务,29313-PCG财务管理（深圳）,有效管理业务风险， 包括合同风险、税务风险、流程风险等；协助业务部门梳理业务流程，提供财务管理建议与方案，确保业务工作的顺利开展； 负责业务部门的财务分析报告，并协助建立分析体系，为业务部门提供管理与决策； 负责建立及优化预算模型及体系，组织业务部门进行年度预算编制，并进行日常考核跟踪和预算管理； 其他相关财务工作。,2021年01月21日
54,中国,武汉,产品,41071-腾讯会议产品策划（CSIG全资子公司）,负责腾讯会议的产品策划工作：1、研究海外用户办公习惯及SaaS市场动态，调研海外相关SaaS产品并输出产品调研结论，综合市场情况和用户需求输出高质量的产品需求或解决方案；2、负责腾讯会议各产品线的英文版的功能同步和产品设计工作，把关产品功能同步和国际版需求改造等；3、协调和推动研发团队完成产品开发、需求落地，并能在需求上线后进行持续数据分析和反馈跟进，不断提升产品竞争力； ,2021年01月21日
55,中国,深圳,技术,25925-推荐系统算法高级工程师,负责基于海量用户数据，在个性化推荐、NLP等领域的应用和研究，通过优化算法、模型提升个性化推荐等应用的效果，提高产品用户体验和运营质量；大规模分布式机器学习/深度学习模型算法的落地，以及与业务系统的联合优化；负责算法和模型的分布式实现；负责提供代码文档，参与数据清洗和过滤、特征抽取、参数选择、算法实验、效果分析；岗位特色：在腾讯游戏海量的用户数据的基础上，深度挖掘用户的知识信息，为游戏运营提供更加精准的特色服务。,2021年01月21日
56,中国,重庆,人力资源,36322-BP助理岗 (腾讯PCG全资子公司)（重庆）,推动HR政策、制度、体系与重点项目在所属业务领域内容的落地；协助人力资源经理完成干部管理、招聘、培训、绩效、员工关系、企业文化等HR全模块的日常工作落地；持续管理和优化HR管理体系；支持其他人力资源相关工作在业务团队的落地执行。,2021年01月21日
57,中国,成都,产品,36322-风控主管(腾讯PCG全资子公司)（成都）,立足内容安全团队全局，开展风控顶层框架设计，持续推动迭代优化；基于风控管理目标要求，推动建设风控管理制度，推动业务执行落地；建立风控安全知识体系，组织开展风控员工培训，确保风控意识到位；建立风控组织沟通机制，确保风控方案落实到位，全员形成统一认知；持续优化风控审计机制，完善风险控制规范流程，形成有效管理闭环；,2021年01月21日
58,中国,成都,财务,36322-财务主管岗(腾讯PCG全资子公司)（成都）,"协助总部在当地子公司的建立筹备财务工作协助总部进行当地财务工作管理；财务及业务数据分析，提供财务分析报告,为业务决策提供支持；负责成本费用监控，确保内部控制有效实施；梳理业务流程，进行业务风险管理，包括合同风险、流程风险等以保证新业务在必要的管控下快速运作和执行；负责维护当地税局及银行关系等工作；协助总部完成其他财务工作；",2021年01月21日
59,中国,重庆,财务,36322-财务主管岗(腾讯PCG全资子公司)（重庆）,"协助总部在当地子公司的建立筹备财务工作协助总部进行当地财务工作管理；财务及业务数据分析，提供财务分析报告,为业务决策提供支持；负责成本费用监控，确保内部控制有效实施；梳理业务流程，进行业务风险管理，包括合同风险、流程风险等以保证新业务在必要的管控下快速运作和执行；负责维护当地税局及银行关系等工作；协助总部完成其他财务工作；",2021年01月21日
60,中国,武汉,财务,36322-财务主管岗(腾讯PCG全资子公司)（武汉）,"协助总部在当地子公司的建立筹备财务工作协助总部进行当地财务工作管理；财务及业务数据分析，提供财务分析报告,为业务决策提供支持；负责成本费用监控，确保内部控制有效实施；梳理业务流程，进行业务风险管理，包括合同风险、流程风险等以保证新业务在必要的管控下快速运作和执行；负责维护当地税局及银行关系等工作；协助总部完成其他财务工作；",2021年01月21日
61,中国,深圳,产品,31420-项目经理,1、负责腾讯游戏内容风控与报审全流程跟进与推动，做好风险与进度管控2、负责游戏风控流程管理与优化，信息统筹及分析3、对接各项目组的政府合作/政策咨询诉求，协调内外部资源推动合作/解决问题4、游戏政策研究解读,2021年01月21日
62,中国,深圳,设计,21882-腾讯医典-交互设计师（深圳）,负责腾讯医疗相关产品的交互设计与探索，并对产品最终的用户体验和落地负责；参与用户研究及产品需求制定整个过程，提出设计需求及体验目标；在有限的时间及项目资源内，给出最合理的交互解决方案，并推动方案的落地；解决项目实施过程中可能出现的问题，确保最终的用户体验质量；进行设计规范的输出，并推动规范在整个项目团队执行；进行数据分析和可用性测试，评估产品上线后的效果，并提出用户体验改善计划。,2021年01月21日
63,中国,西安,技术,22989-腾讯云GO/C++后台开发工程师（边缘计算)(腾讯云全资子公司）,1、负责腾讯云ECM边缘计算机器，ECP边缘计算平台的业务功能开发维护；2、负责腾讯云ECM边缘计算机器，ECP边缘计算平台的管理后台及流程工具平台建设；3、支持腾讯云ECM边缘计算机器客户接入问题和排障支持；4、支持腾讯云ECP边缘计算平台客户访问问题、排障支持和项目POC支持。,2021年01月21日
64,中国,西安,技术,22989-腾讯云AI图像后台开发工程师（腾讯云全资子公司）,1、负责腾讯云AI图像类产品的后台开发； 2、优化架构，打造平台和工具，提升工作效率和服务质量。,2021年01月21日
65,中国,西安,技术,22989-腾讯云通信后台开发工程师（腾讯云全资子公司）,1、负责腾讯云通信产品控制台系统设计、CGI及Web后台服务程序研发；2、负责腾讯云通信产品运营支持系统、质量监控系统及配置系统的研发，确保相关系统稳定可靠运行；3、负责腾讯云通信与合作伙伴产品的集成和交付工作。,2021年01月21日
66,中国,西安,技术,22989-腾讯云AI视觉后台开发工程师（腾讯云全资子公司）,1、负责设计、实现和优化腾讯云AI视觉应用产品后台系统架构，提供海量的ToB商业服务，保障高并发、高可用、高安全、可伸缩的后台系统；2、负责通过组件和工具的开发，提升团队工作效率，持续打磨服务质量和性能，提升AI视觉产品的竞争力,2021年01月21日
67,中国,深圳,技术,RP-高级.Net Core开发工程师（深圳）,1、负责人力资源领域产品设计与研发工作；2、参与需求评审，任务分解，工作计划、技术文档与核心编码；3、根据产品需求主导部分技术方案，完成选型及开发落地工作；4、参与项目质量管理与控制，提供产品安全、性能及可靠性保障；,2021年01月21日
68,中国,西安,技术,22989-腾讯云云智天枢应用后台开发（腾讯云全资子公司）,1.负责腾讯云AI中台的项目落地，全流程项目技术支持；2.负责腾讯云AI中台的生态建设，合作伙伴对接，行业应用开发。,2021年01月21日
69,中国,西安,技术,22989-腾讯云AI语义后台开发（腾讯云全资子公司）,负责腾讯云NLP相关产品的研发，作为腾讯优质NLP技术的统一出口，打造行业领先的腾讯云NLP产品及技术影响力；负责打造大规模分布式NLP算法平台，提供公有云/私有云场景下的NLP一站式定制化服务。,2021年01月21日
70,中国,西安,技术,22989-腾讯云AI语音后台开发（腾讯云全资子公司）,负责腾讯云AI语音产品服务、应用以及相关运营支撑工具后台开发,2021年01月21日
71,中国,西安,技术,22989-腾讯云AI语音前端开发（腾讯云全资子公司）,负责腾讯云AI语音产品服务、应用以及相关运营支撑工具前端开发,2021年01月21日
72,中国,北京,设计,40251-腾讯视频NBA直播运营设计岗,负责NBA赛事每日直播推广图；负责NBA转播演播室多屏海报设计及制作；负责重点赛事社交媒体传播海报制作；负责节目呈现相关视觉设计，如节目logo，视觉海报等。,2021年01月21日
73,中国,北京,内容,40251-腾讯视频NBA赛事直播运营,负责腾讯视频NBA赛事直播及衍生节目的页面运营，互动运营，内容运营等工作；负责腾讯视频NBA直播社交媒体矩阵（微博，微信公众号，视频号等）的内容策划及运营；以赛事直播为核心，不断拓展并丰富平台NBA生态内容等工作。,2021年01月21日
